thumb_bend,index_bend,mid_bend,ring_bend,pinky_bend,pinch_dist,thumb_spread,mid_palm_dist,orientation_y,orientation_x,label
17.353239811278314,74.71080527731822,87.2543086217784,90.59292079024351,75.50867592839073,0.11879821950450443,0.6514506719176604,0.9994396520474059,-0.29549425840377813,0.03051021695137024,CTRL_PINKY_0
12.330842602514752,85.02977024043369,92.82423816617487,92.90594572445276,80.2133444236181,0.13045691896554193,0.6722094163156701,0.9713618926953799,-0.3114886283874512,0.018175184726715088,CTRL_PINKY_0
11.334493982122483,84.41473417759778,91.27802892211933,91.15604194028577,75.72517494477611,0.10732053264515605,0.6455719683259035,0.9896192476070435,-0.31342986226081854,0.019549101591110174,CTRL_PINKY_0
12.170807916728466,85.26061272550805,96.05109744121991,100.37438417738468,82.460832315642,0.12737603339746442,0.6766561012696893,0.9288875173344932,-0.3094508647918701,0.004532754421234186,CTRL_PINKY_0
11.57412238624785,83.383073461646,92.631562038719,95.96424497558206,76.88355073202139,0.12445652424179089,0.6612776276663545,0.9175109464830264,-0.31147897243499756,0.005643337965011597,CTRL_PINKY_0
18.535469141912667,88.21795065975607,93.99460036305535,99.74703985309183,86.91490286512233,0.18093847740322125,0.6752708587509579,0.9708880264584256,-0.30922949314117437,0.00590243935585022,CTRL_PINKY_0
20.45864021300034,83.91385322288805,93.02715612289673,100.3474230322974,87.85033923030916,0.15215491090610173,0.6619534624556858,0.9681819667180219,-0.3069295585155487,0.0012433826923369806,CTRL_PINKY_0
22.46431000557875,84.79811781661775,93.75250116934225,101.41714200816745,88.63948318596891,0.14776818101760242,0.6607611497607554,0.958195262978171,-0.3125271201133728,0.00235864520072937,CTRL_PINKY_0
15.961961903684195,86.8159936594633,94.1806534741357,101.66954762223438,88.9951436319118,0.11961896418730679,0.6263962329449226,0.9522554703486029,-0.3149617016315461,-4.965066909790039e-05,CTRL_PINKY_0
14.867693469313025,87.65565137670937,92.5171352235022,100.46884180246843,89.0207027247017,0.16355762644687644,0.6601475056792194,0.9480080314318706,-0.3185066878795624,-0.0031570196151732843,CTRL_PINKY_0
15.50720623944111,85.32697613221261,92.18061419188003,98.79288904869466,85.63865364511862,0.21477030054437463,0.6962445061004487,0.9921167632847475,-0.3135064244270325,-0.0019910037517547607,CTRL_PINKY_0
22.687653809565184,87.16696827596517,94.20607412640364,101.20781141829723,85.39804635147512,0.1451062172904675,0.645722056654743,0.984416381610513,-0.30910879373550415,0.003270417451858576,CTRL_PINKY_0
15.319126452889728,84.54948374723716,95.0959944755335,103.28369684609692,83.5214287956505,0.1281324533136748,0.6338211475465362,0.9304288342616523,-0.31395387649536133,-0.00287750363349909,CTRL_PINKY_0
21.233378777902548,86.44539234616988,95.00167770873979,103.14629004089055,88.85278671883307,0.14663534106140574,0.6516433761745443,0.963252820265784,-0.3054306507110596,-0.00034806132316594907,CTRL_PINKY_0
22.50615295292583,84.29762412467228,94.18937894032166,103.92890658162587,92.58861970512777,0.08077501854662984,0.616271562675661,0.9626070130319643,-0.3052187561988831,0.0019688010215759832,CTRL_PINKY_0
27.769092105569612,83.75637540397007,94.63195708452002,104.19278228739734,91.26664630034892,0.03166944128844158,0.5400503313152695,0.9724046843709839,-0.30354985594749456,0.0036262571811676025,CTRL_PINKY_0
22.13854458645266,82.59203382466676,94.66380087204143,104.71311432978655,88.50234603880152,0.04595279796920118,0.5440509409521795,0.949309656781002,-0.30852895975112915,0.0029713213443756104,CTRL_PINKY_0
21.52218204022265,83.54570784525501,94.38561631218009,104.12817698938558,85.20759487240028,0.04754701779888133,0.5778538693780034,0.9540321899129006,-0.306222677230835,0.0013117492198943537,CTRL_PINKY_0
24.608984722103582,85.36372243683873,94.52829343191132,103.28911825048195,88.58992503505586,0.04911189469000038,0.5499237775592551,0.9802220913963544,-0.30427575111389166,-3.170967102050781e-05,CTRL_PINKY_0
28.789880269652667,84.49207808543242,94.76883677739518,103.50841074880847,87.80565947175337,0.07196670404949494,0.5887517048501408,0.9540227666952897,-0.30733510851860046,0.003202259540557917,CTRL_PINKY_0
24.256029307823,84.59214551245888,94.3702977217932,102.03604021728292,86.21749790208996,0.12534718781930262,0.6519598241035351,0.9529260957966589,-0.31071823835372925,0.0019966959953308105,CTRL_PINKY_0
21.826321457598805,84.38720320396058,94.54401555725981,102.98340312391203,86.25322295149776,0.05164517128959249,0.5364055446423445,0.933646039422837,-0.3094784319400788,-0.0003592371940613348,CTRL_PINKY_0
18.38920369681088,85.79606085791391,94.65128877985669,104.65819741762202,91.91943720481748,0.10727501287141307,0.5952234668907436,0.9056711334205896,-0.31718361377716064,0.0006024241447448175,CTRL_PINKY_0
12.46992701458499,83.69634725333466,94.36733342159577,102.76197246050532,84.45098617784545,0.12523278103385732,0.6448745096047053,0.8922506192023804,-0.3170199394226074,-0.004669189453125,CTRL_PINKY_0
14.637772234585455,84.97772182105578,95.1756327488263,103.40730788051185,83.81889739657402,0.1449959305376772,0.6590006602345723,0.8915670154933436,-0.315874993801117,-0.0051179528236388605,CTRL_PINKY_0
19.15693511165527,83.11578816205247,94.75032995113382,103.00764392675326,83.60422982830082,0.07456426138185113,0.5974170561556188,0.9459861455804415,-0.3074693083763123,-0.001065284013748169,CTRL_PINKY_0
16.41647241099491,80.30536276969006,92.14783549789594,101.12722308250825,81.60697282750291,0.06058235401460682,0.5652473200694198,0.9129907747545093,-0.3113239407539368,-0.003922224044799805,CTRL_PINKY_0
22.73007599748607,83.57815108743164,93.12196231889041,101.82288715468745,88.96307890488755,0.0901022831809659,0.617033168999152,0.9226375277751037,-0.30911573767662054,-0.0008560121059417725,CTRL_PINKY_0
